date yyyy-mm-dd,numdate,measles
1942-7-25,1942.5644,23.85
1942-8-1,1942.5836,19.9
1942-8-8,1942.6027,15.95
1942-8-15,1942.6219,12
1942-8-22,1942.6411,11.3
1942-8-29,1942.6603,10.6
1942-9-5,1942.6795,9.9
1942-9-12,1942.6986,9.2
1942-9-19,1942.7178,8.6
1942-9-26,1942.737,8.7
1942-10-3,1942.7562,8.8
1942-10-10,1942.7753,8.9
1942-10-17,1942.7945,9
1942-10-24,1942.8137,9.65
1942-10-31,1942.8329,10.3
1942-11-7,1942.8521,10.95
1942-11-14,1942.8712,11.6
1942-11-21,1942.8904,12.75
1942-11-28,1942.9096,13.25
1942-12-5,1942.9288,13.75
1942-12-12,1942.9479,14.25
1942-12-19,1942.9671,21.08
1942-12-26,1942.9863,27.41
1943-1-2,1943.0055,33.74
1943-1-9,1943.0247,40.07
1943-1-16,1943.0438,46.4
1943-1-23,1943.063,80.97
1943-1-30,1943.0822,115.54
1943-2-6,1943.1014,150.11
1943-2-13,1943.1205,184.68
1943-2-20,1943.1397,284.1
1943-2-27,1943.1589,348.95
1943-3-6,1943.1781,413.8
1943-3-13,1943.1973,478.65
1943-3-20,1943.2164,627.55
1943-3-27,1943.2356,711.6
1943-4-3,1943.2548,795.65
1943-4-10,1943.274,879.7
1943-4-17,1943.2932,999.96
1943-4-24,1943.3123,1036.17
1943-5-1,1943.3315,1072.38
1943-5-8,1943.3507,1108.59
1943-5-15,1943.3699,1144.8
1943-5-22,1943.389,1203.84
1943-5-29,1943.4082,1262.88
1943-6-5,1943.4274,1321.92
1943-6-12,1943.4466,1380.96
1943-6-19,1943.4658,1222.36
1943-6-26,1943.4849,1004.72
1943-7-3,1943.5041,787.08
1943-7-10,1943.5233,569.44
1943-7-17,1943.5425,351.8
1943-7-24,1943.5616,304.09
1943-7-31,1943.5808,256.38
1943-8-7,1943.6,208.67
1943-8-14,1943.6192,160.96
1943-8-21,1943.6384,97.7
1943-8-28,1943.6575,82.15
1943-9-4,1943.6767,66.6
1943-9-11,1943.6959,51.05
1943-9-18,1943.7151,40.4
1943-9-25,1943.7342,45.3
1943-10-2,1943.7534,50.2
1943-10-9,1943.7726,55.1
1943-10-16,1943.7918,60
1943-10-23,1943.811,81.8
1943-10-30,1943.8301,103.6
1943-11-6,1943.8493,125.4
1943-11-13,1943.8685,147.2
1943-11-20,1943.8877,218.95
1943-11-27,1943.9068,268.9
1943-12-4,1943.926,318.85
1943-12-11,1943.9452,368.8
1943-12-18,1943.9644,437.68
1943-12-25,1943.9836,456.61
1944-1-1,1944.0027,475.54
1944-1-8,1944.0219,494.47
1944-1-15,1944.041,513.4
1944-1-22,1944.0601,672.82
1944-1-29,1944.0792,832.24
1944-2-5,1944.0984,991.66
1944-2-12,1944.1175,1151.08
1944-2-19,1944.1366,1473.3
1944-2-26,1944.1557,1636.1
1944-3-4,1944.1749,1798.9
1944-3-11,1944.194,1961.7
1944-3-18,1944.2131,1917.92
1944-3-25,1944.2322,1711.34
1944-4-1,1944.2514,1504.76
1944-4-8,1944.2705,1298.18
1944-4-15,1944.2896,1091.6
1944-4-22,1944.3087,1012.23
1944-4-29,1944.3279,932.86
1944-5-6,1944.347,853.49
1944-5-13,1944.3661,774.12
1944-5-20,1944.3852,613.35
1944-5-27,1944.4044,531.95
1944-6-3,1944.4235,450.55
1944-6-10,1944.4426,369.15
1944-6-17,1944.4617,237.48
1944-6-24,1944.4809,187.21
1944-7-1,1944.5,136.94
1944-7-8,1944.5191,86.67
1944-7-15,1944.5383,36.4
1944-7-22,1944.5574,32.27
1944-7-29,1944.5765,28.14
1944-8-5,1944.5956,24.01
1944-8-12,1944.6148,19.88
1944-8-19,1944.6339,13.44
1944-8-26,1944.653,11.13
1944-9-2,1944.6721,8.82
1944-9-9,1944.6913,6.51
1944-9-16,1944.7104,4.2
1944-9-23,1944.7295,4.66
1944-9-30,1944.7486,5.12
1944-10-7,1944.7678,5.58
1944-10-14,1944.7869,6.04
1944-10-21,1944.806,6.7
1944-10-28,1944.8251,6.9
1944-11-4,1944.8443,7.1
1944-11-11,1944.8634,7.3
1944-11-18,1944.8825,7.24
1944-11-25,1944.9016,6.98
1944-12-2,1944.9208,6.72
1944-12-9,1944.9399,6.46
1944-12-16,1944.959,6.2
1944-12-23,1944.9781,7.96
1944-12-30,1944.9973,9.72
1945-1-6,1945.0164,11.48
1945-1-13,1945.0356,13.24
1945-1-20,1945.0548,16.1
1945-1-27,1945.074,17.2
1945-2-3,1945.0932,18.3
1945-2-10,1945.1123,19.4
1945-2-17,1945.1315,23.24
1945-2-24,1945.1507,25.98
1945-3-3,1945.1699,28.72
1945-3-10,1945.189,31.46
1945-3-17,1945.2082,34.2
1945-3-24,1945.2274,37.71
1945-3-31,1945.2466,41.22
1945-4-7,1945.2658,44.73
1945-4-14,1945.2849,48.24
1945-4-21,1945.3041,52.45
1945-4-28,1945.3233,53.15
1945-5-5,1945.3425,53.85
1945-5-12,1945.3616,54.55
1945-5-19,1945.3808,58.52
1945-5-26,1945.4,61.79
1945-6-2,1945.4192,65.06
1945-6-9,1945.4384,68.33
1945-6-16,1945.4575,71.6
1945-6-23,1945.4767,66.98
1945-6-30,1945.4959,62.36
1945-7-7,1945.5151,57.74
1945-7-14,1945.5342,53.12
1945-7-21,1945.5534,42.2
1945-7-28,1945.5726,35.9
1945-8-4,1945.5918,29.6
1945-8-11,1945.611,23.3
1945-8-18,1945.6301,14.32
1945-8-25,1945.6493,11.64
1945-9-1,1945.6685,8.96
1945-9-8,1945.6877,6.28
1945-9-15,1945.7068,3.6
1945-9-22,1945.726,6.83
1945-9-29,1945.7452,10.06
1945-10-6,1945.7644,13.29
1945-10-13,1945.7836,16.52
1945-10-20,1945.8027,24.85
1945-10-27,1945.8219,29.95
1945-11-3,1945.8411,35.05
1945-11-10,1945.8603,40.15
1945-11-17,1945.8795,45.44
1945-11-24,1945.8986,45.63
1945-12-1,1945.9178,45.82
1945-12-8,1945.937,46.01
1945-12-15,1945.9562,46.2
1945-12-22,1945.9753,77.41
1945-12-29,1945.9945,108.62
1946-1-5,1946.0137,139.83
1946-1-12,1946.0329,171.04
1946-1-19,1946.0521,262.9
1946-1-26,1946.0712,323.55
1946-2-2,1946.0904,384.2
1946-2-9,1946.1096,444.85
1946-2-16,1946.1288,604.96
1946-2-23,1946.1479,704.42
1946-3-2,1946.1671,803.88
1946-3-9,1946.1863,903.34
1946-3-16,1946.2055,1002.8
1946-3-23,1946.2247,1132.09
1946-3-30,1946.2438,1261.38
1946-4-6,1946.263,1390.67
1946-4-13,1946.2822,1519.96
1946-4-20,1946.3014,1557.35
1946-4-27,1946.3205,1465.45
1946-5-4,1946.3397,1373.55
1946-5-11,1946.3589,1281.65
1946-5-18,1946.3781,1039.44
1946-5-25,1946.3973,889.13
1946-6-1,1946.4164,738.82
1946-6-8,1946.4356,588.51
1946-6-15,1946.4548,438.2
1946-6-22,1946.474,380.36
1946-6-29,1946.4932,322.52
1946-7-6,1946.5123,264.68
1946-7-13,1946.5315,206.84
1946-7-20,1946.5507,123.48
1946-7-27,1946.5699,97.96
1946-8-3,1946.589,72.44
1946-8-10,1946.6082,46.92
1946-8-17,1946.6274,21.4
1946-8-24,1946.6466,20.52
1946-8-31,1946.6658,19.64
1946-9-7,1946.6849,18.76
1946-9-14,1946.7041,17.88
1946-9-21,1946.7233,16.4
1946-9-28,1946.7425,15.8
1946-10-5,1946.7616,15.2
1946-10-12,1946.7808,14.6
1946-10-19,1946.8,14.2
1946-10-26,1946.8192,14.4
1946-11-2,1946.8384,14.6
1946-11-9,1946.8575,14.8
1946-11-16,1946.8767,15
1946-11-23,1946.8959,17.7
1946-11-30,1946.9151,20.4
1946-12-7,1946.9342,23.1
1946-12-14,1946.9534,25.8
1946-12-21,1946.9726,35.5
1946-12-28,1946.9918,42.5
1947-1-4,1947.011,49.5
1947-1-11,1947.0301,56.5
1947-1-18,1947.0493,69.75
1947-1-25,1947.0685,76
1947-2-1,1947.0877,82.25
1947-2-8,1947.1068,88.5
1947-2-15,1947.126,102.56
1947-2-22,1947.1452,110.37
1947-3-1,1947.1644,118.18
1947-3-8,1947.1836,125.99
1947-3-15,1947.2027,133.8
1947-3-22,1947.2219,164.09
1947-3-29,1947.2411,194.38
1947-4-5,1947.2603,224.67
1947-4-12,1947.2795,254.96
1947-4-19,1947.2986,295.48
1947-4-26,1947.3178,305.71
1947-5-3,1947.337,315.94
1947-5-10,1947.3562,326.17
1947-5-17,1947.3753,336.4
1947-5-24,1947.3945,349.77
1947-5-31,1947.4137,363.14
1947-6-7,1947.4329,376.51
1947-6-14,1947.4521,389.88
1947-6-21,1947.4712,365.3
1947-6-28,1947.4904,327.35
1947-7-5,1947.5096,289.4
1947-7-12,1947.5288,251.45
1947-7-19,1947.5479,178.88
1947-7-26,1947.5671,144.26
1947-8-2,1947.5863,109.64
1947-8-9,1947.6055,75.02
1947-8-16,1947.6247,40.4
1947-8-23,1947.6438,36.72
1947-8-30,1947.663,33.04
1947-9-6,1947.6822,29.36
1947-9-13,1947.7014,25.68
1947-9-20,1947.7205,26.3
1947-9-27,1947.7397,30.6
1947-10-4,1947.7589,34.9
1947-10-11,1947.7781,39.2
1947-10-18,1947.7973,44.16
1947-10-25,1947.8164,44.82
1947-11-1,1947.8356,45.48
1947-11-8,1947.8548,46.14
1947-11-15,1947.874,46.8
1947-11-22,1947.8932,68.69
1947-11-29,1947.9123,90.58
1947-12-6,1947.9315,112.47
1947-12-13,1947.9507,134.36
1947-12-20,1947.9699,193.36
1947-12-27,1947.989,230.47
1948-1-3,1948.0082,267.58
1948-1-10,1948.0273,304.69
1948-1-17,1948.0464,341.8
1948-1-24,1948.0656,439.39
1948-1-31,1948.0847,536.98
1948-2-7,1948.1038,634.57
1948-2-14,1948.123,732.16
1948-2-21,1948.1421,1004.15
1948-2-28,1948.1612,1178.55
1948-3-6,1948.1803,1352.95
1948-3-13,1948.1995,1527.35
1948-3-20,1948.2186,1706.85
1948-3-27,1948.2377,1711.95
1948-4-3,1948.2568,1717.05
1948-4-10,1948.276,1722.15
1948-4-17,1948.2951,1601.04
1948-4-24,1948.3142,1474.83
1948-5-1,1948.3333,1348.62
1948-5-8,1948.3525,1222.41
1948-5-15,1948.3716,1096.2
1948-5-22,1948.3907,1054.36
1948-5-29,1948.4098,1012.52
1948-6-5,1948.429,970.68
1948-6-12,1948.4481,928.84
1948-6-19,1948.4672,741.68
1948-6-26,1948.4863,596.36
1948-7-3,1948.5055,451.04
1948-7-10,1948.5246,305.72
1948-7-17,1948.5437,160.4
1948-7-24,1948.5628,136.27
1948-7-31,1948.582,112.14
1948-8-7,1948.6011,88.01
1948-8-14,1948.6202,63.88
1948-8-21,1948.6393,35
1948-8-28,1948.6585,30.25
1948-9-4,1948.6776,25.5
1948-9-11,1948.6967,20.75
1948-9-18,1948.7158,14.08
1948-9-25,1948.735,12.16
1948-10-2,1948.7541,10.24
1948-10-9,1948.7732,8.32
1948-10-16,1948.7923,6.4
1948-10-23,1948.8115,7.47
1948-10-30,1948.8306,8.54
1948-11-6,1948.8497,9.61
1948-11-13,1948.8689,10.68
1948-11-20,1948.888,13.55
1948-11-27,1948.9071,15.35
1948-12-4,1948.9262,17.15
1948-12-11,1948.9454,18.95
1948-12-18,1948.9645,23.36
1948-12-25,1948.9836,25.97
1949-1-1,1949.0027,28.58
1949-1-8,1949.0219,31.19
1949-1-15,1949.0411,33.8
1949-1-22,1949.0603,46.54
1949-1-29,1949.0795,59.28
1949-2-5,1949.0986,72.02
1949-2-12,1949.1178,84.76
1949-2-19,1949.137,109.45
1949-2-26,1949.1562,121.4
1949-3-5,1949.1753,133.35
1949-3-12,1949.1945,145.3
1949-3-19,1949.2137,153.52
1949-3-26,1949.2329,149.79
1949-4-2,1949.2521,146.06
1949-4-9,1949.2712,142.33
1949-4-16,1949.2904,138.6
1949-4-23,1949.3096,161.28
1949-4-30,1949.3288,183.96
1949-5-7,1949.3479,206.64
1949-5-14,1949.3671,229.32
1949-5-21,1949.3863,249.6
1949-5-28,1949.4055,247.2
1949-6-4,1949.4247,244.8
1949-6-11,1949.4438,242.4
1949-6-18,1949.463,210.16
1949-6-25,1949.4822,180.32
1949-7-2,1949.5014,150.48
1949-7-9,1949.5205,120.64
1949-7-16,1949.5397,90.8
1949-7-23,1949.5589,84.34
1949-7-30,1949.5781,77.88
1949-8-6,1949.5973,71.42
1949-8-13,1949.6164,64.96
1949-8-20,1949.6356,53.45
1949-8-27,1949.6548,48.4
1949-9-3,1949.674,43.35
1949-9-10,1949.6932,38.3
1949-9-17,1949.7123,30.6
1949-9-24,1949.7315,27.95
1949-10-1,1949.7507,25.3
1949-10-8,1949.7699,22.65
1949-10-15,1949.789,20
1949-10-22,1949.8082,26.7
1949-10-29,1949.8274,33.4
1949-11-5,1949.8466,40.1
1949-11-12,1949.8658,46.8
1949-11-19,1949.8849,62.12
1949-11-26,1949.9041,70.74
1949-12-3,1949.9233,79.36
1949-12-10,1949.9425,87.98
1949-12-17,1949.9616,96.6
1949-12-24,1949.9808,130.03
1949-12-31,1950,163.46
1950-1-7,1950.0192,196.89
1950-1-14,1950.0384,230.32
1950-1-21,1950.0575,307.5
1950-1-28,1950.0767,351.25
1950-2-4,1950.0959,395
1950-2-11,1950.1151,438.75
1950-2-18,1950.1342,574.8
1950-2-25,1950.1534,667.1
1950-3-4,1950.1726,759.4
1950-3-11,1950.1918,851.7
1950-3-18,1950.211,946.28
1950-3-25,1950.2301,948.56
1950-4-1,1950.2493,950.84
1950-4-8,1950.2685,953.12
1950-4-15,1950.2877,955.4
1950-4-22,1950.3068,1035.72
1950-4-29,1950.326,1116.04
1950-5-6,1950.3452,1196.36
1950-5-13,1950.3644,1276.68
1950-5-20,1950.3836,1257.6
1950-5-27,1950.4027,1158.2
1950-6-3,1950.4219,1058.8
1950-6-10,1950.4411,959.4
1950-6-17,1950.4603,728.48
1950-6-24,1950.4795,596.96
1950-7-1,1950.4986,465.44
1950-7-8,1950.5178,333.92
1950-7-15,1950.537,202.4
1950-7-22,1950.5562,173.52
1950-7-29,1950.5753,144.64
1950-8-5,1950.5945,115.76
1950-8-12,1950.6137,86.88
1950-8-19,1950.6329,49.32
1950-8-26,1950.6521,40.64
1950-9-2,1950.6712,31.96
1950-9-9,1950.6904,23.28
1950-9-16,1950.7096,14.6
1950-9-23,1950.7288,16.13
1950-9-30,1950.7479,17.66
1950-10-7,1950.7671,19.19
1950-10-14,1950.7863,20.72
1950-10-21,1950.8055,22.3
1950-10-28,1950.8247,22.35
1950-11-4,1950.8438,22.4
1950-11-11,1950.863,22.45
1950-11-18,1950.8822,21.52
1950-11-25,1950.9014,20.54
1950-12-2,1950.9205,19.56
1950-12-9,1950.9397,18.58
1950-12-16,1950.9589,17.6
1950-12-23,1950.9781,28.18
1950-12-30,1950.9973,38.76
1951-1-6,1951.0164,49.34
1951-1-13,1951.0356,59.92
1951-1-20,1951.0548,75.45
1951-1-27,1951.074,80.4
1951-2-3,1951.0932,85.35
1951-2-10,1951.1123,90.3
1951-2-17,1951.1315,98.16
1951-2-24,1951.1507,101.07
1951-3-3,1951.1699,103.98
1951-3-10,1951.189,106.89
1951-3-17,1951.2082,109.8
1951-3-24,1951.2274,141.79
1951-3-31,1951.2466,173.78
1951-4-7,1951.2658,205.77
1951-4-14,1951.2849,237.76
1951-4-21,1951.3041,311.55
1951-4-28,1951.3233,353.35
1951-5-5,1951.3425,395.15
1951-5-12,1951.3616,436.95
1951-5-19,1951.3808,453.8
1951-5-26,1951.4,428.85
1951-6-2,1951.4192,403.9
1951-6-9,1951.4384,378.95
1951-6-16,1951.4575,354
1951-6-23,1951.4767,330.6
1951-6-30,1951.4959,307.2
1951-7-7,1951.5151,283.8
1951-7-14,1951.5342,260.4
1951-7-21,1951.5534,208.6
1951-7-28,1951.5726,180.2
1951-8-4,1951.5918,151.8
1951-8-11,1951.611,123.4
1951-8-18,1951.6301,83.36
1951-8-25,1951.6493,71.72
1951-9-1,1951.6685,60.08
1951-9-8,1951.6877,48.44
1951-9-15,1951.7068,36.8
1951-9-22,1951.726,41.74
1951-9-29,1951.7452,46.68
1951-10-6,1951.7644,51.62
1951-10-13,1951.7836,56.56
1951-10-20,1951.8027,74.95
1951-10-27,1951.8219,88.4
1951-11-3,1951.8411,101.85
1951-11-10,1951.8603,115.3
1951-11-17,1951.8795,157.4
1951-11-24,1951.8986,186.05
1951-12-1,1951.9178,214.7
1951-12-8,1951.937,243.35
1951-12-15,1951.9562,272
1951-12-22,1951.9753,402.95
1951-12-29,1951.9945,533.9
1952-1-5,1952.0137,664.85
1952-1-12,1952.0328,795.8
1952-1-19,1952.0519,1063.45
1952-1-26,1952.071,1200.15
1952-2-2,1952.0902,1336.85
1952-2-9,1952.1093,1473.55
1952-2-16,1952.1284,1632.84
1952-2-23,1952.1475,1655.43
1952-3-1,1952.1667,1678.02
1952-3-8,1952.1858,1700.61
1952-3-15,1952.2049,1723.2
1952-3-22,1952.224,1766.26
1952-3-29,1952.2432,1809.32
1952-4-5,1952.2623,1852.38
1952-4-12,1952.2814,1895.44
1952-4-19,1952.3005,1748.6
1952-4-26,1952.3197,1558.7
1952-5-3,1952.3388,1368.8
1952-5-10,1952.3579,1178.9
1952-5-17,1952.377,989
1952-5-24,1952.3962,905.6
1952-5-31,1952.4153,822.2
1952-6-7,1952.4344,738.8
1952-6-14,1952.4536,655.4
1952-6-21,1952.4727,481.5
1952-6-28,1952.4918,391
1952-7-5,1952.5109,300.5
1952-7-12,1952.5301,210
1952-7-19,1952.5492,98.6
1952-7-26,1952.5683,77.7
1952-8-2,1952.5874,56.8
1952-8-9,1952.6066,35.9
1952-8-16,1952.6257,15
1952-8-23,1952.6448,14
1952-8-30,1952.6639,13
1952-9-6,1952.6831,12
1952-9-13,1952.7022,11
1952-9-20,1952.7213,11.4
1952-9-27,1952.7404,12.8
1952-10-4,1952.7596,14.2
1952-10-11,1952.7787,15.6
1952-10-18,1952.7978,15.88
1952-10-25,1952.8169,14.76
1952-11-1,1952.8361,13.64
1952-11-8,1952.8552,12.52
1952-11-15,1952.8743,11.4
1952-11-22,1952.8934,16.42
1952-11-29,1952.9126,21.44
1952-12-6,1952.9317,26.46
1952-12-13,1952.9508,31.48
1952-12-20,1952.9699,38.16
1952-12-27,1952.9891,39.82
1953-1-3,1953.0082,41.48
1953-1-10,1953.0274,43.14
1953-1-17,1953.0466,44.8
1953-1-24,1953.0658,48.14
1953-1-31,1953.0849,51.48
1953-2-7,1953.1041,54.82
1953-2-14,1953.1233,58.16
1953-2-21,1953.1425,65.9
1953-2-28,1953.1616,70.3
1953-3-7,1953.1808,74.7
1953-3-14,1953.2,79.1
1953-3-21,1953.2192,92.7
1953-3-28,1953.2384,101.9
1953-4-4,1953.2575,111.1
1953-4-11,1953.2767,120.3
1953-4-18,1953.2959,129.4
1953-4-25,1953.3151,129.3
1953-5-2,1953.3342,129.2
1953-5-9,1953.3534,129.1
1953-5-16,1953.3726,129
1953-5-23,1953.3918,133.2
1953-5-30,1953.411,137.4
1953-6-6,1953.4301,141.6
1953-6-13,1953.4493,145.8
1953-6-20,1953.4685,146.1
1953-6-27,1953.4877,142.2
1953-7-4,1953.5068,138.3
1953-7-11,1953.526,134.4
1953-7-18,1953.5452,113
1953-7-25,1953.5644,95.5
1953-8-1,1953.5836,78
1953-8-8,1953.6027,60.5
1953-8-15,1953.6219,43
1953-8-22,1953.6411,42.6
1953-8-29,1953.6603,42.2
1953-9-5,1953.6795,41.8
1953-9-12,1953.6986,41.4
1953-9-19,1953.7178,41.16
1953-9-26,1953.737,41.32
1953-10-3,1953.7562,41.48
1953-10-10,1953.7753,41.64
1953-10-17,1953.7945,41.8
1953-10-24,1953.8137,49.34
1953-10-31,1953.8329,56.88
1953-11-7,1953.8521,64.42
1953-11-14,1953.8712,71.96
1953-11-21,1953.8904,119.7
1953-11-28,1953.9096,159.9
1953-12-5,1953.9288,200.1
1953-12-12,1953.9479,240.3
1953-12-19,1953.9671,322.12
1953-12-26,1953.9863,363.74
1954-1-2,1954.0055,405.36
1954-1-9,1954.0247,446.98
1954-1-16,1954.0438,488.6
1954-1-23,1954.063,634.68
1954-1-30,1954.0822,780.76
1954-2-6,1954.1014,926.84
1954-2-13,1954.1205,1072.92
1954-2-20,1954.1397,1482.9
1954-2-27,1954.1589,1746.8
1954-3-6,1954.1781,2010.7
1954-3-13,1954.1973,2274.6
1954-3-20,1954.2164,2566.8
1954-3-27,1954.2356,2595.1
1954-4-3,1954.2548,2623.4
1954-4-10,1954.274,2651.7
1954-4-17,1954.2932,2389.44
1954-4-24,1954.3123,2098.88
1954-5-1,1954.3315,1808.32
1954-5-8,1954.3507,1517.76
1954-5-15,1954.3699,1227.2
1954-5-22,1954.389,1216.71
1954-5-29,1954.4082,1206.22
1954-6-5,1954.4274,1195.73
1954-6-12,1954.4466,1185.24
1954-6-19,1954.4658,993.2
1954-6-26,1954.4849,811.65
1954-7-3,1954.5041,630.1
1954-7-10,1954.5233,448.55
1954-7-17,1954.5425,267
1954-7-24,1954.5616,226.05
1954-7-31,1954.5808,185.1
1954-8-7,1954.6,144.15
1954-8-14,1954.6192,103.2
1954-8-21,1954.6384,52.95
1954-8-28,1954.6575,43.65
1954-9-4,1954.6767,34.35
1954-9-11,1954.6959,25.05
1954-9-18,1954.7151,14.96
1954-9-25,1954.7342,14.17
1954-10-2,1954.7534,13.38
1954-10-9,1954.7726,12.59
1954-10-16,1954.7918,11.8
1954-10-23,1954.811,15.19
1954-10-30,1954.8301,18.58
1954-11-6,1954.8493,21.97
1954-11-13,1954.8685,25.36
1954-11-20,1954.8877,32.4
1954-11-27,1954.9068,36.05
1954-12-4,1954.926,39.7
1954-12-11,1954.9452,43.35
1954-12-18,1954.9644,52.16
1954-12-25,1954.9836,57.32
1955-1-1,1955.0027,62.48
1955-1-8,1955.0219,67.64
1955-1-15,1955.0411,72.8
1955-1-22,1955.0603,88.39
1955-1-29,1955.0795,103.98
1955-2-5,1955.0986,119.57
1955-2-12,1955.1178,135.16
1955-2-19,1955.137,185.85
1955-2-26,1955.1562,220.95
1955-3-5,1955.1753,256.05
1955-3-12,1955.1945,291.15
1955-3-19,1955.2137,335.12
1955-3-26,1955.2329,343.99
1955-4-2,1955.2521,352.86
1955-4-9,1955.2712,361.73
1955-4-16,1955.2904,370.6
1955-4-23,1955.3096,389.73
1955-4-30,1955.3288,408.86
1955-5-7,1955.3479,427.99
1955-5-14,1955.3671,447.12
1955-5-21,1955.3863,462.85
1955-5-28,1955.4055,459.45
1955-6-4,1955.4247,456.05
1955-6-11,1955.4438,452.65
1955-6-18,1955.463,389.8
1955-6-25,1955.4822,330.35
1955-7-2,1955.5014,270.9
1955-7-9,1955.5205,211.45
1955-7-16,1955.5397,152
1955-7-23,1955.5589,133.85
1955-7-30,1955.5781,115.7
1955-8-6,1955.5973,97.55
1955-8-13,1955.6164,79.4
1955-8-20,1955.6356,54.15
1955-8-27,1955.6548,47.05
1955-9-3,1955.674,39.95
1955-9-10,1955.6932,32.85
1955-9-17,1955.7123,24.52
1955-9-24,1955.7315,23.29
1955-10-1,1955.7507,22.06
1955-10-8,1955.7699,20.83
1955-10-15,1955.789,19.6
1955-10-22,1955.8082,27.78
1955-10-29,1955.8274,35.96
1955-11-5,1955.8466,44.14
1955-11-12,1955.8658,52.32
1955-11-19,1955.8849,67.48
1955-11-26,1955.9041,74.46
1955-12-3,1955.9233,81.44
1955-12-10,1955.9425,88.42
1955-12-17,1955.9616,95.4
1955-12-24,1955.9808,106.02
1955-12-31,1956,116.64
1956-1-7,1956.0191,127.26
1956-1-14,1956.0383,137.88
1956-1-21,1956.0574,180.9
1956-1-28,1956.0765,213.3
1956-2-4,1956.0956,245.7
1956-2-11,1956.1148,278.1
1956-2-18,1956.1339,346.84
1956-2-25,1956.153,383.18
1956-3-3,1956.1721,419.52
1956-3-10,1956.1913,455.86
1956-3-17,1956.2104,492.2
1956-3-24,1956.2295,610.56
1956-3-31,1956.2486,728.92
1956-4-7,1956.2678,847.28
1956-4-14,1956.2869,965.64
1956-4-21,1956.306,1170.4
1956-4-28,1956.3251,1256.8
1956-5-5,1956.3443,1343.2
1956-5-12,1956.3634,1429.6
1956-5-19,1956.3825,1382.68
1956-5-26,1956.4016,1249.36
1956-6-2,1956.4208,1116.04
1956-6-9,1956.4399,982.72
1956-6-16,1956.459,849.4
1956-6-23,1956.4781,750.47
1956-6-30,1956.4973,651.54
1956-7-7,1956.5164,552.61
1956-7-14,1956.5355,453.68
1956-7-21,1956.5546,305.85
1956-7-28,1956.5738,256.95
1956-8-4,1956.5929,208.05
1956-8-11,1956.612,159.15
1956-8-18,1956.6311,92.6
1956-8-25,1956.6503,74.95
1956-9-1,1956.6694,57.3
1956-9-8,1956.6885,39.65
1956-9-15,1956.7077,22
1956-9-22,1956.7268,26.05
1956-9-29,1956.7459,30.1
1956-10-6,1956.765,34.15
1956-10-13,1956.7842,38.2
1956-10-20,1956.8033,43.2
1956-10-27,1956.8224,44.15
1956-11-3,1956.8415,45.1
1956-11-10,1956.8607,46.05
1956-11-17,1956.8798,52.6
1956-11-24,1956.8989,58.2
1956-12-1,1956.918,63.8
1956-12-8,1956.9372,69.4
1956-12-15,1956.9563,75
1956-12-22,1956.9754,101.15
1956-12-29,1956.9945,127.3
1957-1-5,1957.0137,153.45
1957-1-12,1957.0329,179.6
1957-1-19,1957.0521,204.05
1957-1-26,1957.0712,202.35
1957-2-2,1957.0904,200.65
1957-2-9,1957.1096,198.95
1957-2-16,1957.1288,195.76
1957-2-23,1957.1479,194.27
1957-3-2,1957.1671,192.78
1957-3-9,1957.1863,191.29
1957-3-16,1957.2055,189.8
1957-3-23,1957.2247,216.19
1957-3-30,1957.2438,242.58
1957-4-6,1957.263,268.97
1957-4-13,1957.2822,295.36
1957-4-20,1957.3014,354.85
1957-4-27,1957.3205,387.95
1957-5-4,1957.3397,421.05
1957-5-11,1957.3589,454.15
1957-5-18,1957.3781,463.4
1957-5-25,1957.3973,439.55
1957-6-1,1957.4164,415.7
1957-6-8,1957.4356,391.85
1957-6-15,1957.4548,368
1957-6-22,1957.474,336.65
1957-6-29,1957.4932,305.3
1957-7-6,1957.5123,273.95
1957-7-13,1957.5315,242.6
1957-7-20,1957.5507,182.4
1957-7-27,1957.5699,153.55
1957-8-3,1957.589,124.7
1957-8-10,1957.6082,95.85
1957-8-17,1957.6274,67
1957-8-24,1957.6466,62.4
1957-8-31,1957.6658,57.8
1957-9-7,1957.6849,53.2
1957-9-14,1957.7041,48.6
1957-9-21,1957.7233,43.7
1957-9-28,1957.7425,43.4
1957-10-5,1957.7616,43.1
1957-10-12,1957.7808,42.8
1957-10-19,1957.8,43.24
1957-10-26,1957.8192,43.98
1957-11-2,1957.8384,44.72
1957-11-9,1957.8575,45.46
1957-11-16,1957.8767,46.2
1957-11-23,1957.8959,78.56
1957-11-30,1957.9151,110.92
1957-12-7,1957.9342,143.28
1957-12-14,1957.9534,175.64
1957-12-21,1957.9726,208
1957-12-28,1957.9918,208
1958-1-3,1958.0082,223
1958-1-10,1958.0274,427
1958-1-17,1958.0466,360
1958-1-24,1958.0658,461
1958-1-31,1958.0849,549
1958-2-7,1958.1041,NA
1958-2-14,1958.1233,660
1958-2-21,1958.1425,1023
1958-2-28,1958.1616,1238
1958-3-7,1958.1808,1331
1958-3-14,1958.2,1439
1958-3-21,1958.2192,1513
1958-3-28,1958.2384,1858
1958-4-4,1958.2575,1833
1958-4-11,1958.2767,1560
1958-4-18,1958.2959,1831
1958-4-25,1958.3151,1583
1958-5-2,1958.3342,1714
1958-5-9,1958.3534,1380
1958-5-16,1958.3726,1149
